,1,2,3,4,5,6,7,8,
1,0,0.1705209352005863,0.07903672628713078,0.7251648115858851,0.10485516723896793,0.000,0.000,0.18494451394165579,
2, , ,0.5507012428463706,0.4756037778881772,0.005860136057592841,0.000,0.000,0.01513943040807201,
3, , , ,0.026913737963751547,0.026162665992359887,0.000,0.000,0.10583572139035202,
4, , , , ,0.5886182891932261,0.03352569328803438,0.2702084593872275,0.234495361248775,
5, , , , , ,0.000,0.18785806087362045,0.5006395721921824,
6, , , , , , ,0.011072991545719352,0.000,
7, , , , , , , ,0.05910293564462641,
8, , , , , , , , ,
