rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,21,3,0.32426470588235295,0.924,0.4744925550220173,0.9,0.3,
2,27,4,0.38799283154121866,0.8957252285643686,0.514607679028314,0.9,0.3,
3,28,5,0.4444444444444444,0.8709516256938937,0.5579947248834027,0.9,0.3,
4,29,6,0.5244047619047619,0.8306010928961749,0.5964344219972676,0.9,0.3,
5,30,7,0.575187969924812,0.806653525607774,0.6317138594991196,0.9,0.3,
6,31,8,0.6923076923076923,0.7614213197969544,0.6568446446420926,0.9,0.3,
7,32,9,0.7071078431372549,0.7470772337203433,0.6573906884055802,0.9,0.3,
8,1,10,0.7407407407407407,0.7047380156075808,0.6623461929319125,0.9,0.3,
9,2,11,0.7801932367149759,0.6682027649769585,0.6608026669828251,0.9,0.3,
10,3,12,0.8110119047619048,0.6523076923076923,0.655519206766328,0.9,0.3,
11,4,13,0.8260869565217391,0.6241967247097844,0.650445054694716,0.9,0.3,
12,5,14,0.8518518518518519,0.604737889847379,0.6450920310445736,0.9,0.3,
13,6,15,0.8571428571428571,0.5933481552697992,0.6407401282924496,0.9,0.3,
14,7,16,0.8624070317782285,0.579732373077265,0.6388850580395361,0.9,0.3,
15,8,17,0.88,0.5510291595197255,0.63511636752855,0.9,0.3,
16,9,18,0.8920807453416149,0.5122989073738538,0.6260551127456008,0.9,0.3,
17,10,19,0.8973684210526316,0.5006265664160401,0.613008761952307,0.9,0.3,
18,11,20,0.9154761904761904,0.48453608247422686,0.6008032743419014,0.9,0.3,
19,12,21,0.9263775971093045,0.4538352272727273,0.5754648947067151,0.9,0.3,
20,13,22,0.9340579710144927,0.4201680672268907,0.5600065499583184,0.9,0.3,
21,14,23,0.945906432748538,0.39896811219641976,0.5362165640224286,0.9,0.3,
22,15,24,0.9522727272727273,0.3666485112563544,0.5260549570726434,0.9,0.3,
23,16,25,0.9583333333333334,0.35955984022123216,0.5171183635150827,0.9,0.3,
24,17,26,0.9622507122507122,0.35230611045828436,0.5064752725728663,0.9,0.3,
25,18,27,0.9705882352941176,0.34640470729031614,0.5,0.9,0.3,
26,19,28,0.9775,0.34017318289162946,0.48700322234156823,0.9,0.3,
27,20,29,1.0,0.29441624365482233,0.4470797509635339,0.9,0.3,
28,22,30,1.0,0.2706104044686722,0.4206474536123175,0.9,0.3,
29,23,31,1.0,0.2571591014573471,0.40411413782798905,0.9,0.3,
30,24,32,1.0,0.23710826210826214,0.3821104792283678,0.9,0.3,
31,25,33,1.0,0.22187060478199716,0.3631653320772491,0.9,0.3,
32,26,34,1.0,0.2107980028772108,0.3481874855691526,0.9,0.3,
