rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,27,4,0.42254901960784313,0.8817204301075269,0.4267868815867094,0.9,0.3,
2,21,3,0.42857142857142855,0.8738090917339625,0.4179558711640883,0.9,0.3,
3,28,5,0.45555555555555555,0.8674873817703694,0.48354576403836447,0.9,0.3,
4,29,6,0.5,0.8408974768444586,0.469153877320083,0.9,0.3,
5,30,7,0.5345238095238095,0.8437927663734115,0.4872940119592375,0.9,0.3,
6,31,8,0.5386904761904762,0.8341423948220065,0.5395473888715491,0.9,0.3,
7,32,9,0.5454545454545454,0.84,0.5133477035317526,0.9,0.3,
8,1,10,0.5555555555555556,0.8333333333333334,0.5400047457812952,0.9,0.3,
9,2,11,0.5714285714285714,0.8159703457354673,0.555223880597015,0.9,0.3,
10,3,12,0.6666666666666666,0.7614297329413973,0.5882018911994025,0.9,0.3,
11,4,13,0.6666666666666666,0.7407805429864254,0.5971460292580983,0.9,0.3,
12,5,14,0.6830143540669856,0.7209302325581395,0.5957446808510637,0.9,0.3,
13,6,15,0.7314814814814814,0.7053207661903313,0.581280967607458,0.9,0.3,
14,7,16,0.75,0.6904837610719964,0.5967229151381755,0.9,0.3,
15,9,18,0.75,0.6827606290040769,0.6104431993961839,0.9,0.3,
16,8,17,0.7795138888888888,0.6795223352498895,0.5957446808510637,0.9,0.3,
17,10,19,0.7868937048503613,0.6537629037629038,0.5999500083319447,0.9,0.3,
18,11,20,0.8,0.6493477282950968,0.5999500083319447,0.9,0.3,
19,12,21,0.8,0.6328188259109312,0.5999500083319447,0.9,0.3,
20,14,23,0.8469785575048733,0.5897435897435898,0.6004231311706629,0.9,0.3,
21,13,22,0.8518518518518519,0.5924435028248587,0.5982478509842917,0.9,0.3,
22,16,25,0.8759590792838874,0.5788117989198172,0.6115016238399217,0.9,0.3,
23,15,24,0.8823529411764706,0.5547201336675021,0.5937081410568756,0.9,0.3,
24,17,26,0.9045454545454545,0.5627705627705628,0.6081848949108195,0.9,0.3,
25,18,27,0.9194594594594595,0.5408034921574429,0.6078418275332309,0.9,0.3,
26,19,28,0.922962962962963,0.519017094017094,0.6031442762671624,0.9,0.3,
27,22,30,0.9393382352941176,0.4264404251351855,0.5719498107035423,0.9,0.3,
28,20,29,0.9411764705882353,0.4808630393996247,0.5772525703885802,0.9,0.3,
29,23,31,0.9473684210526315,0.44036549025239646,0.5752938615983656,0.9,0.3,
30,24,32,0.967741935483871,0.39997721576668943,0.548914452485537,0.9,0.3,
31,25,33,1.0,0.34645112781954884,0.5081710852615513,0.9,0.3,
32,26,34,1.0,0.2470472440944882,0.39128477086251756,0.9,0.3,
